Goal,Category,BodyPart,Level,Equipment,Workout,Sets,Reps per Set
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Expert,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Expert,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Expert,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Expert,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Expert,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Expert,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Dumbbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Beginner,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Beginner,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Beginner,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Beginner,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Beginner,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Beginner,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Lose Weight,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Lose Weight,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Lose Weight,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Lose Weight,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Lose Weight,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Lose Weight,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Barbell,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Barbell,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Barbell,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Barbell,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Barbell,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Barbell,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Bicycle crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Russian twists,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Hanging leg raises,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Plank,30-60 seconds,1
Gain Muscle,Gym,Abs,Intermediate,Other,Crunches,3-4,10-15
Gain Muscle,Gym,Abs,Intermediate,Other,Leg raises,3-4,10-15
